,uniprot1,uniprot2,symbol1,symbol2,methods,pids,ndb,dbs,exp,go1,go2
228,P09874,Q92793,PARP1,CREBBP,"enzymatic study, imaging technique","16204234, 25306110",2,"biogrid, iid-ortho, iid-pred","exp, ortho, pred","GO:0044030, GO:0006294, GO:0006296, GO:0006293, GO:0032042, GO:0006471, GO:0051287, GO:0034644, GO:0019899, GO:2001170, GO:1903827, GO:0000724, GO:0023019, GO:0042769, GO:0000784, GO:0070911, GO:0003677, GO:0032869, GO:0003950, GO:0043504, GO:0000715, GO:0007005, GO:0000723, GO:0016020, GO:0071294, GO:0006302, GO:0000122, GO:0030331, GO:0018312, GO:0005634, GO:0005635, GO:0033683, GO:0005739, GO:0005654, GO:0030225, GO:0045944, GO:0070412, GO:0006366, GO:1904646, GO:1990404, GO:0042826, GO:0010332, GO:0042802, GO:0000977, GO:0006915, GO:0005667, GO:1903518, GO:0006281, GO:0008134, GO:0050790, GO:0033148, GO:0006974, GO:1904357, GO:0036211, GO:0070212, GO:1901216, GO:0032991, GO:0034599, GO:0007179, GO:0010613, GO:1900182, GO:1904044, GO:0032993, GO:0047485, GO:0016540, GO:0005730, GO:0060391, GO:0010990, GO:0019901, GO:0051901, GO:0003723, GO:0005515, GO:0001228, GO:1904762, GO:1990966, GO:1903376, GO:2000679, GO:0008270","GO:0008589, GO:0003713, GO:0006473, GO:0045747, GO:0042592, GO:0007165, GO:0034212, GO:0034644, GO:0001666, GO:0042981, GO:1904837, GO:0005737, GO:0005654, GO:0001191, GO:0007219, GO:0000123, GO:0000122, GO:0001078, GO:0005634, GO:0004402, GO:0065003, GO:0048511, GO:0006367, GO:0000987, GO:0002223, GO:0016573, GO:0019216, GO:0008134, GO:0018076, GO:0007221, GO:0000790, GO:0016604, GO:0045893, GO:0001102, GO:0031648, GO:0001085, GO:0042733, GO:0061418, GO:0043426, GO:0003700, GO:1900034, GO:0032481, GO:0003684, GO:0006355, GO:0016407, GO:0045944, GO:0005515, GO:0016032, GO:0003682, GO:0002039, GO:0045637, GO:0008270"
229,Q8IY18,Q96LX8,SMC5,ZNF597,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0035061, GO:0000781, GO:0051301, GO:0007062, GO:0016607, GO:0000722, GO:0016605, GO:0006303, GO:0000724, GO:0005634, GO:0000803, GO:0030915, GO:0005654, GO:0030054, GO:0005524, GO:0006281, GO:0006974, GO:0051984, GO:0034184, GO:0035861, GO:0090398, GO:0005515","GO:0043565, GO:0003700, GO:0005634, GO:0048856, GO:0005654, GO:0006357, GO:0045944, GO:0006351, GO:0003677, GO:0045892, GO:0046872, GO:0000981, GO:0045893"
231,P07992,Q9H6Y5,ERCC1,MAGIX,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006295, GO:0008022, GO:0006296, GO:0035264, GO:0006293, GO:0048568, GO:0035166, GO:0008584, GO:0009650, GO:1905765, GO:0000784, GO:0000109, GO:0003677, GO:0006949, GO:1990599, GO:0010165, GO:0001094, GO:0000720, GO:0006303, GO:0006281, GO:0033683, GO:0005654, GO:0046686, GO:0048477, GO:0003697, GO:0006310, GO:0045190, GO:0006283, GO:0008283, GO:0007584, GO:0006312, GO:0006289, GO:0006974, GO:0005669, GO:0007283, GO:0010259, GO:0019904, GO:0000110, GO:0061819, GO:0006979, GO:0090656, GO:0000014, GO:0009744, GO:0001302, GO:0032205, GO:0000710, GO:0036297, GO:0003684, GO:0035902, GO:0070914, GO:0005515, GO:0070522, GO:1904431, GO:0005829, GO:0070911",
233,Q05D60,Q0VG06,DEUP1,FAAP100,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0098535, GO:0030030, GO:0005814, GO:0098536, GO:0007099, GO:0005515, GO:0042802, GO:1903251","GO:0005654, GO:0045111, GO:0006281, GO:0005829, GO:0036297, GO:0006974, GO:0005515, GO:0003677, GO:0043240"
234,P13010,Q13950,XRCC5,RUNX2,affinity chromatography technology,"12145306, 12145311",2,"bci, biogrid, hprd, iid-pred","exp, pred","GO:0006351, GO:0008022, GO:0060218, GO:0071480, GO:0071481, GO:0042493, GO:0005886, GO:0045860, GO:0000783, GO:0044877, GO:0000784, GO:0003677, GO:0043085, GO:0000723, GO:1990830, GO:0006302, GO:0005730, GO:0075713, GO:0005634, GO:0016020, GO:0032212, GO:0071475, GO:0050769, GO:0005654, GO:0004003, GO:0003690, GO:0003691, GO:0032508, GO:0005524, GO:0051973, GO:0043564, GO:0071398, GO:0048660, GO:0008283, GO:0042162, GO:0045087, GO:0006974, GO:0032481, GO:0045892, GO:0034774, GO:0006303, GO:0006281, GO:0051575, GO:0006310, GO:0044212, GO:0031625, GO:0032991, GO:0007420, GO:0032993, GO:0003684, GO:0032204, GO:0005829, GO:1990904, GO:0043312, GO:0070198, GO:0002218, GO:0005576, GO:0003723, GO:0005515, GO:0070419, GO:1904430, GO:0008047","GO:0001503, GO:0048469, GO:0030509, GO:0001077, GO:0043425, GO:0001649, GO:0070491, GO:0048863, GO:0005634, GO:0042487, GO:0005654, GO:0032332, GO:0005667, GO:0006367, GO:0002063, GO:0045669, GO:0005524, GO:0008284, GO:0048701, GO:1901522, GO:0030182, GO:0030217, GO:0002076, GO:0045879, GO:0035115, GO:0000790, GO:0045892, GO:0045893, GO:0040036, GO:0042475, GO:0001958, GO:0003700, GO:0005829, GO:0019904, GO:0045595, GO:0002051, GO:0006357, GO:0045944, GO:0000981, GO:0005515, GO:0030097, GO:0000978, GO:0003682, GO:0071773"
237,O15360,Q9H9A7,FANCA,RMI1,affinity chromatography technology,"12973351, 22343915",2,biogrid,exp,"GO:0005737, GO:0042127, GO:0051090, GO:0006281, GO:0005634, GO:2000348, GO:0050727, GO:0008585, GO:0036297, GO:0005654, GO:0006974, GO:0065003, GO:0005515, GO:0045589, GO:0008584, GO:0043240, GO:0007140","GO:0016604, GO:0005515, GO:0009749, GO:0005654, GO:0042593, GO:0006260, GO:0002023, GO:0035264, GO:0000166"
241,P49959,Q8IW50,MRE11,FAM219A,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0008022, GO:0033674, GO:0042138, GO:0004520, GO:0000781, GO:0090305, GO:0000785, GO:0000784, GO:0003677, GO:0007004, GO:0005737, GO:0008408, GO:0006303, GO:0006302, GO:0000724, GO:0043047, GO:0000729, GO:0006281, GO:0007129, GO:0005654, GO:0031954, GO:0043066, GO:0006260, GO:0030870, GO:0003690, GO:0007062, GO:0042802, GO:0000723, GO:0006284, GO:0005515, GO:0008283, GO:0004003, GO:0032508, GO:0031860, GO:0016605, GO:0030145, GO:0006974, GO:0032481, GO:0032876, GO:0007131, GO:0031573, GO:0006310, GO:0000014, GO:0003691, GO:0004518, GO:0035861, GO:0005829, GO:0032206, GO:0000019, GO:0045296, GO:0097552, GO:0016032, GO:0004519, GO:0007095, GO:0005634",
242,P09874,Q96A37,PARP1,RNF166,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0044030, GO:0006294, GO:0006296, GO:0006293, GO:0032042, GO:0006471, GO:0051287, GO:0034644, GO:0019899, GO:2001170, GO:1903827, GO:0000724, GO:0023019, GO:0042769, GO:0000784, GO:0070911, GO:0003677, GO:0032869, GO:0003950, GO:0043504, GO:0000715, GO:0007005, GO:0000723, GO:0016020, GO:0071294, GO:0006302, GO:0000122, GO:0030331, GO:0018312, GO:0005634, GO:0005635, GO:0033683, GO:0005739, GO:0005654, GO:0030225, GO:0045944, GO:0070412, GO:0006366, GO:1904646, GO:1990404, GO:0042826, GO:0010332, GO:0042802, GO:0000977, GO:0006915, GO:0005667, GO:1903518, GO:0006281, GO:0008134, GO:0050790, GO:0033148, GO:0006974, GO:1904357, GO:0036211, GO:0070212, GO:1901216, GO:0032991, GO:0034599, GO:0007179, GO:0010613, GO:1900182, GO:1904044, GO:0032993, GO:0047485, GO:0016540, GO:0005730, GO:0060391, GO:0010990, GO:0019901, GO:0051901, GO:0003723, GO:0005515, GO:0001228, GO:1904762, GO:1990966, GO:1903376, GO:2000679, GO:0008270","GO:0046872, GO:0005515"
243,Q15645,Q9BQY4,TRIP13,RHOXF2,"two hybrid, two hybrid array, two hybrid pooling approach, two hybrid prey pooling approach, validated two hybrid","19060904, 25416956",2,"biogrid, intact",exp,"GO:0007144, GO:0007131, GO:0007141, GO:0006302, GO:0005634, GO:0003712, GO:0001556, GO:0006366, GO:0048477, GO:0005524, GO:0006281, GO:1903506, GO:0006974, GO:0007283, GO:0007286, GO:0051598, GO:0007130, GO:0001673, GO:0005694, GO:0042802, GO:0005515, GO:0007094","GO:0043565, GO:0005634, GO:0006357, GO:0010628, GO:0042802, GO:0005515, GO:0000981"
245,Q15645,Q96HA8,TRIP13,WDYHV1,"two hybrid, two hybrid array, two hybrid pooling approach, yeast 2-hybrid","16189514, 19060904",2,"biogrid, hprd, iid-pred, intact","exp, pred","GO:0007144, GO:0007131, GO:0007141, GO:0006302, GO:0005634, GO:0003712, GO:0001556, GO:0006366, GO:0048477, GO:0005524, GO:0006281, GO:1903506, GO:0006974, GO:0007283, GO:0007286, GO:0051598, GO:0007130, GO:0001673, GO:0005694, GO:0042802, GO:0005515, GO:0007094","GO:0070773, GO:0005634, GO:0005829, GO:0006464, GO:0005515"
246,P54727,Q9Y5Y2,RAD23B,NUBP2,biochemical,"22863883, 22939629",2,biogrid,exp,"GO:0006294, GO:0006457, GO:0032434, GO:0048568, GO:0071942, GO:0070911, GO:0031593, GO:0070628, GO:0043161, GO:0005634, GO:0005654, GO:0016579, GO:0003697, GO:0006281, GO:0006289, GO:0006974, GO:0007283, GO:0000502, GO:0005829, GO:0000715, GO:0043130, GO:0005515, GO:0003684","GO:0005829, GO:0051539, GO:0030030, GO:0005634, GO:0005814, GO:0000166, GO:0016226, GO:0005515, GO:0005929, GO:0031616, GO:0046872, GO:0051536, GO:0005524"
247,P03372,Q99728,ESR1,BARD1,affinity chromatography technology,"20060929, 25740706",2,biogrid,exp,"GO:0005794, GO:1903799, GO:0017025, GO:0000981, GO:0005886, GO:0071168, GO:0019899, GO:0008584, GO:0005496, GO:0030111, GO:0001077, GO:0007165, GO:0060065, GO:0010863, GO:0030284, GO:0042981, GO:0060068, GO:0005737, GO:0005654, GO:0032355, GO:0001547, GO:0001093, GO:0030520, GO:0000122, GO:0051897, GO:0005634, GO:0016020, GO:0008270, GO:0050727, GO:0060527, GO:0060523, GO:0006367, GO:0006366, GO:0043124, GO:0060687, GO:0097550, GO:0042802, GO:0006351, GO:0046934, GO:0033146, GO:0030331, GO:0071392, GO:0051117, GO:0008134, GO:0046854, GO:0071391, GO:0008013, GO:0034121, GO:0019901, GO:0030235, GO:0048863, GO:0035327, GO:0045893, GO:0060745, GO:0030518, GO:0043627, GO:0045944, GO:0060749, GO:0043433, GO:0045899, GO:0034056, GO:0051091, GO:0001223, GO:0032991, GO:0006338, GO:0060750, GO:0003700, GO:0016579, GO:0005829, GO:0010629, GO:0003707, GO:0048146, GO:0006355, GO:0006357, GO:0000790, GO:0002064, GO:0005515, GO:0007200, GO:0007204, GO:0000978, GO:0003682, GO:0038052, GO:0016021, GO:0008209","GO:0036464, GO:0005737, GO:0043065, GO:0006303, GO:0031436, GO:0016567, GO:0000729, GO:0005654, GO:0043066, GO:0006260, GO:0070531, GO:0046872, GO:0016579, GO:0042803, GO:0016607, GO:0006281, GO:0007050, GO:0019900, GO:0001894, GO:0004842, GO:0042325, GO:0006974, GO:0031441, GO:0000151, GO:0046826, GO:0045732, GO:0085020, GO:0003723, GO:0005515, GO:0046982, GO:0005634"
248,O60939,Q13535,SCN2B,ATR,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0086006, GO:0086002, GO:0007399, GO:0007268, GO:0086091, GO:0060371, GO:0001518, GO:0017080, GO:2000649, GO:0086012, GO:0046684, GO:0005244, GO:0060048, GO:0035725","GO:0018105, GO:0071480, GO:0034644, GO:0000784, GO:0003677, GO:0046777, GO:0016605, GO:0005634, GO:0032212, GO:0007275, GO:0005654, GO:0004674, GO:0006260, GO:0097695, GO:0097694, GO:0004672, GO:0032407, GO:0032405, GO:1904884, GO:0005794, GO:0006281, GO:0016301, GO:0006974, GO:0008156, GO:0043517, GO:0000077, GO:0005694, GO:0090399, GO:0042493, GO:0036297, GO:0070198, GO:0005524, GO:0005515, GO:1900034"
251,P19447,Q08830,ERCC3,FGL1,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006294, GO:0008022, GO:0006296, GO:0070911, GO:0006293, GO:0001113, GO:0048568, GO:0001111, GO:0000019, GO:0006366, GO:0000439, GO:0008104, GO:1901990, GO:0016887, GO:0003677, GO:0009650, GO:0008353, GO:0004386, GO:0001666, GO:0035315, GO:0006361, GO:0005634, GO:0033683, GO:0005654, GO:0006265, GO:0006363, GO:0006367, GO:0005675, GO:0006368, GO:0097550, GO:0005524, GO:0006468, GO:0006915, GO:0006283, GO:0006281, GO:0009411, GO:0004003, GO:0008134, GO:0004672, GO:0015616, GO:0006974, GO:0010525, GO:0000112, GO:0006289, GO:0006979, GO:0008094, GO:0047485, GO:0070816, GO:0000717, GO:0006370, GO:0043065, GO:0045944, GO:0005515, GO:0016032, GO:0005669, GO:1903025, GO:0043138, GO:0003684",GO:0005577
252,Q13426,Q92624,XRCC4,APPBP2,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0032807, GO:0008022, GO:0051103, GO:0003677, GO:0010165, GO:0006303, GO:0006302, GO:0075713, GO:0005634, GO:0005654, GO:0042802, GO:0070419, GO:0006281, GO:0006974, GO:0000793, GO:0005958, GO:0016874, GO:0006310, GO:0071285, GO:0005829, GO:0051351, GO:0005515","GO:0005737, GO:0046907, GO:0005634, GO:0005875, GO:0030659, GO:0005515, GO:0005874, GO:0006886, GO:0003777"
255,Q6P1M3,Q9NS91,LLGL2,RAD18,affinity chromatography technology,"24366813, 28514442",2,biogrid,exp,"GO:0005737, GO:0043547, GO:0008593, GO:0050708, GO:0043231, GO:0051294, GO:0005829, GO:0006887, GO:0005096, GO:0030866, GO:0017137, GO:0030165, GO:0019905, GO:0007049, GO:0005515, GO:0005886, GO:0032878, GO:0030864, GO:0051301, GO:0017157","GO:0009411, GO:0042769, GO:0042405, GO:0031593, GO:0005737, GO:0016604, GO:0006301, GO:0016567, GO:0005813, GO:0005634, GO:0005654, GO:0005657, GO:0043142, GO:0046872, GO:0042802, GO:0006281, GO:0060548, GO:0006974, GO:0051984, GO:0061630, GO:0000403, GO:0031625, GO:0035861, GO:0097505, GO:0006513, GO:0051865, GO:0005515, GO:0044877, GO:0003684"
258,Q8WWY8,Q9BX63,LIPH,BRIP1,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006654, GO:0005615, GO:0052689, GO:0016042, GO:0005886, GO:0004620, GO:0008201","GO:0010629, GO:0051026, GO:0003677, GO:0072520, GO:0005737, GO:0071295, GO:0006302, GO:1990918, GO:0005634, GO:0009636, GO:0010705, GO:0005654, GO:0006260, GO:0071456, GO:0046872, GO:0005524, GO:0008285, GO:0006281, GO:0004003, GO:0032508, GO:0031965, GO:0006289, GO:0006974, GO:0007284, GO:0007286, GO:1904385, GO:0000077, GO:0051539, GO:0006357, GO:0005515, GO:0003682"
259,P60409,Q9NSU2,KRTAP10-7,TREX1,"two hybrid, two hybrid array, two hybrid bait and prey pooling approach, two hybrid prey pooling approach, validated two hybrid","25416956, 25910212",2,"biogrid, intact",exp,"GO:0031424, GO:0005829, GO:0045095, GO:0005515, GO:0042802","GO:0006310, GO:0008408, GO:0006281, GO:0008853, GO:0005829, GO:0005635, GO:0006298, GO:0005789, GO:0006974, GO:0090305, GO:0006260, GO:0003697, GO:0032479, GO:0006259, GO:0046872, GO:0032407, GO:0008296, GO:0032405, GO:0042803"
261,Q92698,Q96HA8,RAD54L,WDYHV1,"affinity chromatography technology, two hybrid, two hybrid array, two hybrid prey pooling approach, validated two hybrid","25416956, 28514442",2,"biogrid, intact",exp,"GO:0006310, GO:0005654, GO:0010212, GO:0006281, GO:0005634, GO:0000724, GO:0042493, GO:0004386, GO:0006974, GO:0008340, GO:0005515, GO:0003677, GO:0051321, GO:0000733, GO:0032991, GO:0005524, GO:0036310","GO:0070773, GO:0005634, GO:0005829, GO:0006464, GO:0005515"
264,O15287,P05181,FANCG,CYP2E1,"pull down, two hybrid","11756225, 14499622",2,biogrid,exp,"GO:0005654, GO:0001541, GO:0006281, GO:0009314, GO:0005829, GO:0005730, GO:0036297, GO:0005739, GO:0003684, GO:0006974, GO:0005515, GO:0005886, GO:0007286, GO:0043240, GO:0007005","GO:0004497, GO:0016098, GO:0019899, GO:0005789, GO:0006805, GO:0018885, GO:0016712, GO:0031227, GO:0016491, GO:0005737, GO:0042197, GO:0016709, GO:0017144, GO:0005739, GO:0055114, GO:0005506, GO:0020037, GO:0006641, GO:0018910, GO:0045471, GO:0042759, GO:0008202, GO:0046483, GO:0019825, GO:0043231, GO:0006082, GO:0010243, GO:0000139, GO:0010193, GO:0008395, GO:0008392, GO:0042738"
267,Q8N8Q3,Q99576,ENDOV,TSC22D3,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005737, GO:0090502, GO:0006281, GO:0000287, GO:0006974, GO:0003727, GO:0016891, GO:0003677, GO:0016888, GO:0005730","GO:0034220, GO:0003700, GO:0005829, GO:0000122, GO:0006355, GO:0006970, GO:0048642, GO:0043426, GO:0000981"
268,O94761,P42331,RECQL4,ARHGAP25,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0009378, GO:0000781, GO:0003677, GO:0061821, GO:0007275, GO:0000723, GO:0000724, GO:0005634, GO:0016020, GO:0005737, GO:0061820, GO:0006260, GO:0045740, GO:0005694, GO:0003697, GO:0005524, GO:0008284, GO:0032357, GO:0006284, GO:0043140, GO:0006281, GO:0032508, GO:0004386, GO:0006974, GO:0010971, GO:0036310, GO:0006310, GO:0000405, GO:0000733, GO:0005515","GO:0007015, GO:0043547, GO:0051056, GO:0005829, GO:0005096, GO:0006911, GO:0007165, GO:0051058, GO:0001891"
269,P08218,P49959,CELA2B,MRE11,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006508, GO:0005576, GO:0005615, GO:0004252","GO:0008022, GO:0033674, GO:0042138, GO:0004520, GO:0000781, GO:0090305, GO:0000785, GO:0000784, GO:0003677, GO:0007004, GO:0005737, GO:0008408, GO:0006303, GO:0006302, GO:0000724, GO:0043047, GO:0000729, GO:0006281, GO:0007129, GO:0005654, GO:0031954, GO:0043066, GO:0006260, GO:0030870, GO:0003690, GO:0007062, GO:0042802, GO:0000723, GO:0006284, GO:0005515, GO:0008283, GO:0004003, GO:0032508, GO:0031860, GO:0016605, GO:0030145, GO:0006974, GO:0032481, GO:0032876, GO:0007131, GO:0031573, GO:0006310, GO:0000014, GO:0003691, GO:0004518, GO:0035861, GO:0005829, GO:0032206, GO:0000019, GO:0045296, GO:0097552, GO:0016032, GO:0004519, GO:0007095, GO:0005634"
270,P13284,P38398,IFI30,BRCA1,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0043202, GO:0016667, GO:0019886, GO:0005829, GO:0005764, GO:0060333, GO:0042590, GO:0005576, GO:0030054, GO:0005515, GO:0055114, GO:0043231","GO:0006633, GO:1902042, GO:0035066, GO:0035067, GO:1990904, GO:0044030, GO:0050681, GO:0033147, GO:0019899, GO:0008274, GO:0010628, GO:0008270, GO:0045766, GO:0003677, GO:0005634, GO:0042981, GO:0044818, GO:0005737, GO:0005654, GO:0006349, GO:0070063, GO:0006302, GO:0006301, GO:0000724, GO:0071356, GO:0006978, GO:0000729, GO:0003713, GO:0000800, GO:0071158, GO:0070512, GO:0085020, GO:0006260, GO:0031398, GO:0070531, GO:0007098, GO:0043009, GO:0005694, GO:0006303, GO:0042127, GO:0072425, GO:2000378, GO:2000620, GO:0005515, GO:0006281, GO:0006357, GO:0006915, GO:0006974, GO:0045892, GO:0070317, GO:0046600, GO:0005886, GO:0043627, GO:0051571, GO:0051572, GO:0051573, GO:0051574, GO:2000617, GO:0071681, GO:0010212, GO:0044212, GO:0031625, GO:0032991, GO:0008630, GO:0009048, GO:0004842, GO:0016579, GO:0010575, GO:0030521, GO:0015631, GO:0000151, GO:0003684, GO:0016567, GO:0051865, GO:0045944, GO:0006351, GO:0007059, GO:0003723, GO:0031436, GO:0045739, GO:0006359, GO:0045717, GO:0045893"
275,P49916,Q9HA92,LIG3,RSAD1,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0006297, GO:0033151, GO:0051103, GO:0008270, GO:0003677, GO:0007049, GO:0005737, GO:0006302, GO:0000724, GO:0005634, GO:0005739, GO:0005654, GO:0051301, GO:0005524, GO:0006283, GO:0006281, GO:0006288, GO:0006974, GO:0003909, GO:0006273, GO:0090298, GO:0005515, GO:0071897, GO:0003910","GO:0051539, GO:0004109, GO:0005739, GO:0006779, GO:0046872, GO:0055114"
277,Q8N5I9,Q9Y230,C12orf45,RUVBL2,affinity chromatography technology,"17643375, 28561026",2,biogrid,exp,,"GO:0006351, GO:0003714, GO:0006457, GO:0035066, GO:0017025, GO:0031011, GO:0031490, GO:0035267, GO:0016887, GO:0034644, GO:0003678, GO:0005622, GO:0001094, GO:0005719, GO:0070062, GO:0005813, GO:0005634, GO:0016020, GO:0051082, GO:0005654, GO:0043968, GO:0004003, GO:0016573, GO:0043141, GO:0016363, GO:0071339, GO:0042802, GO:0000980, GO:0090090, GO:0043967, GO:0071392, GO:0071169, GO:0032508, GO:0008013, GO:1903507, GO:0006974, GO:0043531, GO:0006281, GO:0000979, GO:0006310, GO:0000492, GO:0006338, GO:1904874, GO:0005829, GO:0071733, GO:1990904, GO:0097255, GO:0000812, GO:0071899, GO:0051117, GO:0006357, GO:0045944, GO:0005524, GO:0005515, GO:0042803, GO:0040008"
278,Q92878,Q9H063,RAD50,MAF1,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0033674, GO:0031954, GO:0016233, GO:0004017, GO:0090305, GO:0000784, GO:0003677, GO:0007004, GO:0000723, GO:0000722, GO:0008408, GO:0006303, GO:0006302, GO:0000724, GO:0043047, GO:0000729, GO:0016020, GO:0005654, GO:0030870, GO:0006260, GO:0046872, GO:0005524, GO:0005515, GO:0006281, GO:1904354, GO:0004003, GO:0032508, GO:0031860, GO:0006974, GO:0000790, GO:0000794, GO:0007131, GO:0046940, GO:0006310, GO:0000014, GO:0030674, GO:0003691, GO:0051880, GO:0070192, GO:0035861, GO:0032206, GO:0000019, GO:0016032","GO:0001030, GO:0001031, GO:0001032, GO:0043231, GO:0005730, GO:0005634, GO:0030425, GO:0005737, GO:0005654, GO:0005829, GO:0006351, GO:0060077, GO:0005886, GO:0030424, GO:0048471, GO:0005622, GO:0000994, GO:0016480, GO:0050811"
279,O95865,Q15645,DDAH2,TRIP13,"two hybrid, two hybrid array, two hybrid pooling approach, yeast 2-hybrid","16189514, 19060904",2,"biogrid, hprd, iid-pred, intact","exp, pred","GO:0050999, GO:0007263, GO:0005515, GO:0016813, GO:0005829, GO:0000052, GO:0006527, GO:0005739, GO:0005815, GO:0003824, GO:0045429, GO:0043066, GO:0006525, GO:0016403, GO:0016597, GO:0006809, GO:0070062","GO:0007144, GO:0007131, GO:0007141, GO:0006302, GO:0005634, GO:0003712, GO:0001556, GO:0006366, GO:0048477, GO:0005524, GO:0006281, GO:1903506, GO:0006974, GO:0007283, GO:0007286, GO:0051598, GO:0007130, GO:0001673, GO:0005694, GO:0042802, GO:0005515, GO:0007094"
280,P39748,Q8WTR2,FEN1,DUSP19,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0000287, GO:0017108, GO:0007613, GO:0090305, GO:0005739, GO:0003677, GO:0009650, GO:0005634, GO:0008409, GO:0006302, GO:0000724, GO:0004527, GO:0016020, GO:0004523, GO:0005654, GO:0006260, GO:0003690, GO:0046872, GO:0005730, GO:0045876, GO:0006281, GO:0030145, GO:0006974, GO:0048256, GO:0008309, GO:0045145, GO:0090502, GO:0032991, GO:0004519, GO:0006309, GO:0032201, GO:0003684, GO:0000784, GO:0043137, GO:0005515, GO:0051908, GO:0060041","GO:0004860, GO:0006469, GO:0005515, GO:0031435, GO:0005078, GO:0004725, GO:0032147, GO:0008579, GO:0043410, GO:0046330, GO:0043508, GO:0035335, GO:0046329, GO:0043507, GO:0045860, GO:0030295"
281,P56282,Q96FV0,POLE2,LRRC46,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005654, GO:0016604, GO:0008622, GO:0043231, GO:0006281, GO:0000082, GO:0003887, GO:0006974, GO:0006260, GO:0006261, GO:0005515, GO:0003677, GO:0042276",
282,O75604,P38398,USP2,BRCA1,two hybrid,"22990118, 23105109",2,biogrid,exp,"GO:0032922, GO:0050821, GO:0007049, GO:0005737, GO:0007517, GO:0000122, GO:0005813, GO:0016020, GO:0004843, GO:0005654, GO:0048512, GO:0004197, GO:0048471, GO:0046872, GO:0016579, GO:0042802, GO:0045931, GO:0030332, GO:0005938, GO:0036459, GO:0031625, GO:0043153, GO:0006511, GO:0005515, GO:0045475","GO:0006633, GO:1902042, GO:0035066, GO:0035067, GO:1990904, GO:0044030, GO:0050681, GO:0033147, GO:0019899, GO:0008274, GO:0010628, GO:0008270, GO:0045766, GO:0003677, GO:0005634, GO:0042981, GO:0044818, GO:0005737, GO:0005654, GO:0006349, GO:0070063, GO:0006302, GO:0006301, GO:0000724, GO:0071356, GO:0006978, GO:0000729, GO:0003713, GO:0000800, GO:0071158, GO:0070512, GO:0085020, GO:0006260, GO:0031398, GO:0070531, GO:0007098, GO:0043009, GO:0005694, GO:0006303, GO:0042127, GO:0072425, GO:2000378, GO:2000620, GO:0005515, GO:0006281, GO:0006357, GO:0006915, GO:0006974, GO:0045892, GO:0070317, GO:0046600, GO:0005886, GO:0043627, GO:0051571, GO:0051572, GO:0051573, GO:0051574, GO:2000617, GO:0071681, GO:0010212, GO:0044212, GO:0031625, GO:0032991, GO:0008630, GO:0009048, GO:0004842, GO:0016579, GO:0010575, GO:0030521, GO:0015631, GO:0000151, GO:0003684, GO:0016567, GO:0051865, GO:0045944, GO:0006351, GO:0007059, GO:0003723, GO:0031436, GO:0045739, GO:0006359, GO:0045717, GO:0045893"
283,Q15645,Q5TA45,TRIP13,INTS11,"affinity chromatography technology, two hybrid, two hybrid pooling approach, yeast 2-hybrid","16189514, 28514442",2,"biogrid, hprd, intact",exp,"GO:0007144, GO:0007131, GO:0007141, GO:0006302, GO:0005634, GO:0003712, GO:0001556, GO:0006366, GO:0048477, GO:0005524, GO:0006281, GO:1903506, GO:0006974, GO:0007283, GO:0007286, GO:0051598, GO:0007130, GO:0001673, GO:0005694, GO:0042802, GO:0005515, GO:0007094","GO:0005737, GO:0016787, GO:0034472, GO:0005634, GO:0043484, GO:0072562, GO:0032039, GO:0005654, GO:0005515, GO:0016180, GO:0042795, GO:0005829"
285,Q0VG06,Q96ES7,FAAP100,SGF29,affinity chromatography technology,"26186194, 28514442",2,biogrid,exp,"GO:0005654, GO:0045111, GO:0006281, GO:0005829, GO:0036297, GO:0006974, GO:0005515, GO:0003677, GO:0043240","GO:0000124, GO:0035064, GO:0016573, GO:0043966, GO:0071169, GO:0006355, GO:0070461, GO:0005671, GO:0001135, GO:0006351, GO:0005515"
