PROTID;GENEID;DEFLINE;NumExp;Total;FREQ;ALL_NUMSPECSTOT;ALL_NUMSPECSUNIQ
NP_003395.1;YWHAB;14-3-3 protein beta/alpha [Homo sapiens];108;334;0.314869;493;256
NP_006462.1;MYL12A;myosin regulatory light chain 12A [Homo sapiens];108;334;0.314869;446;446
NP_008855.1;SRSF1;serine/arginine-rich splicing factor 1 isoform 1 [Homo sapiens];108;334;0.314869;863;836
NP_001005464.1;HIST2H3A;histone H3.2 [Homo sapiens];107;334;0.311953;685;685
NP_003520.1;HIST1H3A;histone H3.1 [Homo sapiens];107;334;0.311953;688;688
NP_006316.1;RAN;GTP-binding nuclear protein Ran [Homo sapiens];107;334;0.311953;383;383
NP_006436.3;PRPF8;pre-mRNA-processing-splicing factor 8 [Homo sapiens];107;334;0.311953;1917;1917
NP_006796.1;HNRNPA0;heterogeneous nuclear ribonucleoprotein A0 [Homo sapiens];107;334;0.311953;365;365
NP_055815.1;STK38L;serine/threonine-protein kinase 38-like [Homo sapiens];106;334;0.309038;3658;2723
NP_000973.2;RPL21;60S ribosomal protein L21 [Homo sapiens];105;334;0.306122;557;557
NP_001007.2;RPS12;40S ribosomal protein S12 [Homo sapiens];105;334;0.306122;417;417
NP_001182356.1;SRSF2;serine/arginine-rich splicing factor 2 [Homo sapiens];105;334;0.306122;251;251
NP_002893.1;RCN2;reticulocalbin-2 precursor [Homo sapiens];105;334;0.306122;378;378
NP_004406.2;DSP;desmoplakin isoform I [Homo sapiens];105;334;0.306122;2041;2041
NP_705935.1;TPM3;tropomyosin alpha-3 chain isoform 2 [Homo sapiens];105;334;0.306122;436;436
NP_001018146.1;NME1-NME2;NME1-NME2 protein [Homo sapiens];104;334;0.303207;635;635
NP_001156757.1;EWSR1;RNA-binding protein EWS isoform 3 [Homo sapiens];104;334;0.303207;2657;2657
NP_004896.1;PRDX6;peroxiredoxin-6 [Homo sapiens];104;334;0.303207;456;456
NP_006614.2;PHGDH;D-3-phosphoglycerate dehydrogenase [Homo sapiens];104;334;0.303207;599;599
NP_009035.3;RPL10A;60S ribosomal protein L10a [Homo sapiens];104;334;0.303207;806;806
NP_620164.1;CMBL;carboxymethylenebutenolidase homolog [Homo sapiens];104;334;0.303207;891;891
NP_001123525.2;EEF1D;elongation factor 1-delta isoform 1 [Homo sapiens];103;334;0.300292;373;367
NP_002098.1;H3F3A;histone H3.3 [Homo sapiens];103;334;0.300292;616;616
NP_005601.1;RBBP4;histone-binding protein RBBP4 isoform a [Homo sapiens];103;334;0.300292;308;308
NP_004437.2;EPRS;bifunctional aminoacyl-tRNA synthetase [Homo sapiens];102;334;0.297376;743;739
NP_001129125.1;PABPC4;polyadenylate-binding protein 4 isoform 1 [Homo sapiens];101;334;0.294461;778;778
NP_002697.1;PPM1B;protein phosphatase 1B isoform 1 [Homo sapiens];101;334;0.294461;1901;1901
NP_003002.2;SET;protein SET isoform 2 [Homo sapiens];101;334;0.294461;388;388
NP_006266.2;SRSF6;serine/arginine-rich splicing factor 6 [Homo sapiens];101;334;0.294461;507;251
NP_006657.1;RUVBL2;ruvB-like 2 [Homo sapiens];101;334;0.294461;449;449
NP_057417.3;SRRM2;serine/arginine repetitive matrix protein 2 [Homo sapiens];101;334;0.294461;2975;2975
NP_808907.1;PPM1B;protein phosphatase 1B isoform 2 [Homo sapiens];101;334;0.294461;1828;1828
NP_002884.1;RBBP7;histone-binding protein RBBP7 isoform 2 [Homo sapiens];100;334;0.291545;309;309
NP_004915.2;ACTN4;alpha-actinin-4 [Homo sapiens];100;334;0.291545;1616;1616
NP_036611.2;YWHAG;14-3-3 protein gamma [Homo sapiens];100;334;0.291545;365;162
NP_055096.2;PUF60;poly(U)-binding-splicing factor PUF60 isoform b [Homo sapiens];100;334;0.291545;1382;1382
NP_510965.1;PUF60;poly(U)-binding-splicing factor PUF60 isoform a [Homo sapiens];99;334;0.28863;1324;1324
NP_733779.1;SKP1;S-phase kinase-associated protein 1 isoform b [Homo sapiens];99;334;0.28863;385;385
NP_001123528.1;EEF1D;elongation factor 1-delta isoform 4 [Homo sapiens];98;334;0.285714;304;298
NP_004441.1;ERH;enhancer of rudimentary homolog [Homo sapiens];98;334;0.285714;640;640
NP_005380.2;PCMT1;protein-L-isoaspartate(D-aspartate) O-methyltransferase [Homo sapiens];98;334;0.285714;590;590
NP_004528.1;NAP1L1;nucleosome assembly protein 1-like 1 [Homo sapiens];97;334;0.282799;361;295
NP_006833.2;SF3B2;splicing factor 3B subunit 2 [Homo sapiens];97;334;0.282799;1064;1064
NP_055555.1;EIF4A3;eukaryotic initiation factor 4A-III [Homo sapiens];97;334;0.282799;835;835
NP_001009.1;RPS15;40S ribosomal protein S15 [Homo sapiens];96;334;0.279883;507;507
NP_001120959.1;FLNC;filamin-C isoform b [Homo sapiens];96;334;0.279883;897;897
NP_001158886.1;LDHA;L-lactate dehydrogenase A chain isoform 3 [Homo sapiens];96;334;0.279883;575;575
NP_003698.1;RUVBL1;ruvB-like 1 [Homo sapiens];96;334;0.279883;401;401
NP_004388.2;DDX6;probable ATP-dependent RNA helicase DDX6 [Homo sapiens];96;334;0.279883;515;515
NP_005013.1;PFN1;profilin-1 [Homo sapiens];96;334;0.279883;479;479
NP_001012496.1;U2AF2;splicing factor U2AF 65 kDa subunit isoform b [Homo sapiens];95;334;0.276968;350;350
NP_001367.2;DYNC1H1;cytoplasmic dynein 1 heavy chain 1 [Homo sapiens];95;334;0.276968;958;958
NP_009176.2;ATXN2L;ataxin-2-like protein isoform A [Homo sapiens];95;334;0.276968;1135;1135
NP_000260.1;NME1;nucleoside diphosphate kinase A isoform b [Homo sapiens];94;334;0.274052;482;482
NP_001002857.1;ANXA2;annexin A2 isoform 2 [Homo sapiens];94;334;0.274052;638;638
NP_002626.1;SLC25A3;phosphate carrier protein, mitochondrial isoform b precursor [Homo sapiens];94;334;0.274052;510;510
NP_005617.2;SRSF4;serine/arginine-rich splicing factor 4 [Homo sapiens];94;334;0.274052;305;49
NP_006133.1;SFN;14-3-3 protein sigma [Homo sapiens];94;334;0.274052;212;45
NP_001009931.1;HRNR;hornerin [Homo sapiens];93;334;0.271137;913;913
NP_003396.1;YWHAH;14-3-3 protein eta [Homo sapiens];93;334;0.271137;226;51
NP_055040.2;PPP2R1A;serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform [Homo sapiens];93;334;0.271137;355;355
NP_003312.3;TUFM;elongation factor Tu, mitochondrial precursor [Homo sapiens];92;334;0.268222;572;572
NP_054733.2;SNRNP200;U5 small nuclear ribonucleoprotein 200 kDa helicase [Homo sapiens];92;334;0.268222;1756;1756
NP_003281.1;TPM4;tropomyosin alpha-4 chain isoform 2 [Homo sapiens];91;334;0.265306;312;312
NP_005745.1;G3BP1;ras GTPase-activating protein-binding protein 1 [Homo sapiens];91;334;0.265306;703;703
NP_006017.1;H1FX;histone H1x [Homo sapiens];91;334;0.265306;301;301
NP_006460.2;IVNS1ABP;influenza virus NS1A-binding protein [Homo sapiens];91;334;0.265306;902;902
NP_006550.1;KHDRBS1;KH domain-containing, RNA-binding, signal transduction-associated protein 1 [Homo sapiens];91;334;0.265306;361;358
NP_006708.2;SPIN1;spindlin-1 [Homo sapiens];91;334;0.265306;647;423
NP_112598.2;EPPK1;epiplakin [Homo sapiens];91;334;0.265306;996;996
NP_001340.2;DARS;aspartyl-tRNA synthetase, cytoplasmic [Homo sapiens];90;334;0.262391;386;386
NP_001527.3;PRMT1;protein arginine N-methyltransferase 1 isoform 1 [Homo sapiens];90;334;0.262391;360;360
NP_001001563.1;TIMM50;mitochondrial import inner membrane translocase subunit TIM50 [Homo sapiens];89;334;0.259475;302;302
NP_001186558.1;MYL6B;myosin light chain 6B [Homo sapiens];89;334;0.259475;150;150
NP_001307.2;CSE1L;exportin-2 [Homo sapiens];89;334;0.259475;606;606
NP_004631.1;DDX39B;spliceosome RNA helicase DDX39B [Homo sapiens];89;334;0.259475;549;157
NP_005868.1;SF3A1;splicing factor 3A subunit 1 isoform 1 [Homo sapiens];89;334;0.259475;710;710
NP_056229.2;RPL36;60S ribosomal protein L36 [Homo sapiens];89;334;0.259475;259;259
NP_001018006.1;TPM1;tropomyosin alpha-1 chain isoform 4 [Homo sapiens];88;334;0.25656;249;249
NP_001018008.1;TPM1;tropomyosin alpha-1 chain isoform 6 [Homo sapiens];88;334;0.25656;202;202
NP_001190986.1;null;ATP-dependent RNA helicase DDX39A isoform 2 [Homo sapiens];88;334;0.25656;415;23
NP_001530.1;DNAJA1;dnaJ homolog subfamily A member 1 [Homo sapiens];88;334;0.25656;344;344
NP_998839.1;TPM2;tropomyosin beta chain isoform 2 [Homo sapiens];88;334;0.25656;248;248
NP_002799.3;PSMD2;26S proteasome non-ATPase regulatory subunit 2 [Homo sapiens];87;334;0.253644;454;454
NP_004930.1;DDX1;ATP-dependent RNA helicase DDX1 [Homo sapiens];87;334;0.253644;526;526
NP_008938.2;CPSF6;cleavage and polyadenylation specificity factor subunit 6 [Homo sapiens];87;334;0.253644;338;338
NP_000980.1;RPL30;60S ribosomal protein L30 [Homo sapiens];86;334;0.250729;387;387
NP_000987.2;RPL35A;60S ribosomal protein L35a [Homo sapiens];86;334;0.250729;359;359
NP_001070654.1;MYH14;myosin-14 isoform 1 [Homo sapiens];86;334;0.250729;328;317
NP_006126.1;CAPZA1;F-actin-capping protein subunit alpha-1 [Homo sapiens];86;334;0.250729;285;213
NP_076950.1;DDX50;ATP-dependent RNA helicase DDX50 [Homo sapiens];86;334;0.250729;348;174
NP_000989.1;RPL37A;60S ribosomal protein L37a [Homo sapiens];85;334;0.247813;354;354
NP_003748.1;EIF3I;eukaryotic translation initiation factor 3 subunit I [Homo sapiens];85;334;0.247813;341;341
NP_004334.1;CALR;calreticulin precursor [Homo sapiens];85;334;0.247813;334;334
NP_006537.3;IGF2BP1;insulin-like growth factor 2 mRNA-binding protein 1 isoform 1 [Homo sapiens];85;334;0.247813;578;463
NP_064502.9;LARS;leucyl-tRNA synthetase, cytoplasmic [Homo sapiens];85;334;0.247813;459;459
NP_001034554.1;SRSF5;serine/arginine-rich splicing factor 5 [Homo sapiens];84;334;0.244898;199;84
NP_001093.1;ACTN1;alpha-actinin-1 isoform b [Homo sapiens];84;334;0.244898;813;813
NP_002755.1;PRPS1;ribose-phosphate pyrophosphokinase 1 isoform 1 [Homo sapiens];84;334;0.244898;974;974
NP_006319.1;RBM14;RNA-binding protein 14 isoform 1 [Homo sapiens];84;334;0.244898;815;815
NP_958815.1;LUC7L;putative RNA-binding protein Luc7-like 1 isoform b [Homo sapiens];84;334;0.244898;465;465
NP_000982.2;RPL28;60S ribosomal protein L28 isoform 2 [Homo sapiens];83;334;0.241983;466;466
NP_001909.2;null;lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial precursor [Homo sapiens];83;334;0.241983;1933;1933
NP_055121.1;C22orf28;tRNA-splicing ligase RtcB homolog [Homo sapiens];83;334;0.241983;376;376
NP_000933.1;PPIB;peptidyl-prolyl cis-trans isomerase B precursor [Homo sapiens];82;334;0.239067;659;659
NP_000971.1;RPL18A;60S ribosomal protein L18a [Homo sapiens];82;334;0.239067;638;638
NP_001019820.1;CANX;calnexin precursor [Homo sapiens];82;334;0.239067;400;400
NP_001034180.1;PRPS2;ribose-phosphate pyrophosphokinase 2 isoform 1 [Homo sapiens];82;334;0.239067;847;847
NP_006784.1;PRDX3;thioredoxin-dependent peroxide reductase, mitochondrial isoform a precursor [Homo sapiens];82;334;0.239067;215;215
NP_055317.1;PRPF19;pre-mRNA-processing factor 19 [Homo sapiens];82;334;0.239067;576;576
NP_573566.2;LRPPRC;leucine-rich PPR motif-containing protein, mitochondrial precursor [Homo sapiens];82;334;0.239067;879;879
NP_005733.1;PDIA6;protein disulfide-isomerase A6 precursor [Homo sapiens];81;334;0.236152;435;435
NP_006098.2;LUC7L3;luc7-like protein 3 [Homo sapiens];81;334;0.236152;503;503
NP_612480.1;C11orf84;hypothetical protein LOC144097 [Homo sapiens];81;334;0.236152;426;426
NP_958782.1;PLEC;plectin isoform 1 [Homo sapiens];81;334;0.236152;3626;3617
NP_000436.2;PLEC;plectin isoform 1c [Homo sapiens];80;334;0.233236;3620;3612
NP_003676.2;KHSRP;far upstream element-binding protein 2 [Homo sapiens];80;334;0.233236;527;515
NP_004273.1;BAG2;BAG family molecular chaperone regulator 2 [Homo sapiens];80;334;0.233236;263;263
NP_006089.1;GNB2L1;guanine nucleotide-binding protein subunit beta-2-like 1 [Homo sapiens];80;334;0.233236;485;485
NP_958786.1;PLEC;plectin isoform 1a [Homo sapiens];80;334;0.233236;3626;3618
NP_000356.1;TPI1;triosephosphate isomerase isoform 1 [Homo sapiens];79;334;0.230321;484;484
NP_001157108.1;GTF2I;general transcription factor II-I isoform 5 [Homo sapiens];79;334;0.230321;859;859
NP_002699.1;PPP1CA;serine/threonine-protein phosphatase PP1-alpha catalytic subunit isoform 1 [Homo sapiens];79;334;0.230321;443;443
NP_002701.1;PPP1CC;serine/threonine-protein phosphatase PP1-gamma catalytic subunit [Homo sapiens];79;334;0.230321;404;404
NP_004921.1;CAPZB;F-actin-capping protein subunit beta isoform 1 [Homo sapiens];79;334;0.230321;329;329
NP_004981.2;MARS;methionyl-tRNA synthetase, cytoplasmic [Homo sapiens];79;334;0.230321;321;321
NP_005889.3;CAPRIN1;caprin-1 isoform 1 [Homo sapiens];79;334;0.230321;445;445
NP_005909.2;MDH2;malate dehydrogenase, mitochondrial precursor [Homo sapiens];79;334;0.230321;451;451
NP_066997.3;KIAA1967;p30 DBC protein [Homo sapiens];79;334;0.230321;496;496
NP_113668.2;RIOK1;serine/threonine-protein kinase RIO1 isoform 1 [Homo sapiens];79;334;0.230321;1344;1344
NP_001106672.1;null;nascent polypeptide-associated complex subunit alpha isoform b [Homo sapiens];78;334;0.227405;168;168
NP_001137232.1;EIF5A;eukaryotic translation initiation factor 5A-1 isoform A [Homo sapiens];78;334;0.227405;207;207
NP_001271.1;CIRBP;cold-inducible RNA-binding protein [Homo sapiens];78;334;0.227405;506;506
NP_002221.1;JUP;junction plakoglobin [Homo sapiens];78;334;0.227405;655;619
NP_005947.3;MTHFD1;C-1-tetrahydrofolate synthase, cytoplasmic [Homo sapiens];78;334;0.227405;591;586
NP_001027454.1;TMPO;thymopoietin isoform beta [Homo sapiens];77;334;0.22449;286;286
NP_001120792.1;UBAP2L;ubiquitin-associated protein 2-like isoform b [Homo sapiens];77;334;0.22449;591;1
NP_001914.3;DDB1;DNA damage-binding protein 1 [Homo sapiens];77;334;0.22449;416;416
NP_002145.3;HSPA4;heat shock 70 kDa protein 4 [Homo sapiens];77;334;0.22449;639;608
NP_003081.2;SNRPA1;U2 small nuclear ribonucleoprotein A_ [Homo sapiens];77;334;0.22449;292;292
NP_003267.1;TMPO;thymopoietin isoform alpha [Homo sapiens];77;334;0.22449;443;443
NP_003741.1;EIF3A;eukaryotic translation initiation factor 3 subunit A [Homo sapiens];77;334;0.22449;401;401
NP_005373.2;NEFM;neurofilament medium polypeptide isoform 1 [Homo sapiens];77;334;0.22449;239;239
NP_055662.3;UBAP2L;ubiquitin-associated protein 2-like isoform a [Homo sapiens];77;334;0.22449;598;8
NP_000308.1;PTS;6-pyruvoyl tetrahydrobiopterin synthase [Homo sapiens];76;334;0.221574;375;375
NP_000909.2;P4HB;protein disulfide-isomerase precursor [Homo sapiens];76;334;0.221574;405;405
NP_000911.2;PC;pyruvate carboxylase, mitochondrial precursor [Homo sapiens];76;334;0.221574;2534;2534
NP_000991.1;RPL39;60S ribosomal protein L39 [Homo sapiens];76;334;0.221574;156;156
NP_001099008.1;MYBBP1A;myb-binding protein 1A isoform 1 [Homo sapiens];76;334;0.221574;485;485
NP_001107565.1;LSM14A;protein LSM14 homolog A isoform a [Homo sapiens];76;334;0.221574;511;511
NP_002379.2;null;DNA replication licensing factor MCM3 [Homo sapiens];76;334;0.221574;486;486
NP_005564.1;LMNB1;lamin-B1 isoform 1 [Homo sapiens];76;334;0.221574;825;769
NP_005907.3;MCM7;DNA replication licensing factor MCM7 isoform 1 [Homo sapiens];76;334;0.221574;479;479
NP_008937.1;NUDT21;cleavage and polyadenylation specificity factor subunit 5 [Homo sapiens];76;334;0.221574;288;288
NP_055140.1;CORO1C;coronin-1C isoform 1 [Homo sapiens];76;334;0.221574;435;434
NP_008971.2;HNRNPUL1;heterogeneous nuclear ribonucleoprotein U-like protein 1 isoform a [Homo sapiens];75;334;0.218659;835;835
NP_066283.1;PPM1A;protein phosphatase 1A isoform 1 [Homo sapiens];75;334;0.218659;518;518
NP_115285.1;SRSF8;serine/arginine-rich splicing factor 8 [Homo sapiens];75;334;0.218659;135;135
NP_775487.2;KRT78;keratin, type II cytoskeletal 78 [Homo sapiens];75;334;0.218659;401;237
NP_002700.1;PPP1CB;serine/threonine-protein phosphatase PP1-beta catalytic subunit isoform 1 [Homo sapiens];74;334;0.215743;365;365
NP_002800.2;PSMD3;26S proteasome non-ATPase regulatory subunit 3 [Homo sapiens];74;334;0.215743;363;363
NP_002878.2;RARS;arginyl-tRNA synthetase, cytoplasmic [Homo sapiens];74;334;0.215743;309;309
NP_000678.1;AHCY;adenosylhomocysteinase isoform 1 [Homo sapiens];73;334;0.212828;380;380
NP_000692.2;ATP1A1;sodium/potassium-transporting ATPase subunit alpha-1 isoform a [Homo sapiens];73;334;0.212828;587;587
NP_001518.3;HDAC2;histone deacetylase 2 [Homo sapiens];73;334;0.212828;163;50
NP_002119.1;HMGB1;high mobility group protein B1 [Homo sapiens];73;334;0.212828;294;285
NP_002794.1;PSMC2;26S protease regulatory subunit 7 1 [Homo sapiens];73;334;0.212828;253;253
NP_004175.2;WARS;tryptophanyl-tRNA synthetase, cytoplasmic isoform a [Homo sapiens];73;334;0.212828;296;296
NP_005900.2;MAP1B;microtubule-associated protein 1B [Homo sapiens];73;334;0.212828;1296;1257
NP_006749.1;U2AF1;splicing factor U2AF 35 kDa subunit isoform a [Homo sapiens];73;334;0.212828;225;225
NP_006793.1;SF3A3;splicing factor 3A subunit 3 [Homo sapiens];73;334;0.212828;323;323
NP_055644.2;DDX46;probable ATP-dependent RNA helicase DDX46 [Homo sapiens];73;334;0.212828;1337;1337
NP_001002251.1;ARL6IP4;ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 3 [Homo sapiens];72;334;0.209913;679;679
NP_001002252.1;ARL6IP4;ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 4 [Homo sapiens];72;334;0.209913;618;618
NP_001032897.1;EIF3C;eukaryotic translation initiation factor 3 subunit C [Homo sapiens];72;334;0.209913;282;282
NP_001087.2;ACLY;ATP-citrate synthase isoform 1 [Homo sapiens];72;334;0.209913;725;725
NP_001138303.1;PHB2;prohibitin-2 isoform 1 [Homo sapiens];72;334;0.209913;376;376
NP_002152.2;IARS;isoleucyl-tRNA synthetase, cytoplasmic [Homo sapiens];72;334;0.209913;416;416
NP_004199.1;AIFM1;apoptosis-inducing factor 1, mitochondrial isoform 1 precursor [Homo sapiens];72;334;0.209913;403;403
NP_061164.2;ARL6IP4;ADP-ribosylation factor-like protein 6-interacting protein 4 isoform 1 [Homo sapiens];72;334;0.209913;672;672
NP_001014364.1;FLG2;filaggrin-2 [Homo sapiens];71;334;0.206997;320;320
NP_001032360.1;EIF3B;eukaryotic translation initiation factor 3 subunit B [Homo sapiens];71;334;0.206997;368;368
NP_001186092.1;PSMC5;26S protease regulatory subunit 8 isoform 2 [Homo sapiens];71;334;0.206997;319;302
NP_002758.1;PRPSAP2;phosphoribosyl pyrophosphate synthase-associated protein 2 [Homo sapiens];71;334;0.206997;698;596
NP_002795.2;PSMC3;26S protease regulatory subunit 6A [Homo sapiens];71;334;0.206997;240;240
NP_004955.2;HDAC1;histone deacetylase 1 [Homo sapiens];71;334;0.206997;139;26
NP_005304.3;PDIA3;protein disulfide-isomerase A3 precursor [Homo sapiens];71;334;0.206997;390;390
NP_066357.2;RPL36A;60S ribosomal protein L36a isoform a [Homo sapiens];71;334;0.206997;235;235
NP_003085.1;SNRPE;small nuclear ribonucleoprotein E [Homo sapiens];70;334;0.204082;167;167
NP_006810.1;STIP1;stress-induced-phosphoprotein 1 [Homo sapiens];70;334;0.204082;466;466
NP_938148.1;GANAB;neutral alpha-glucosidase AB isoform 2 [Homo sapiens];70;334;0.204082;530;530
NP_000992.1;RPL36AL;60S ribosomal protein L36a-like [Homo sapiens];69;334;0.201166;210;210
NP_001073884.1;U2SURP;U2 snRNP-associated SURP motif-containing protein [Homo sapiens];69;334;0.201166;628;628
NP_001074419.1;MYO1C;myosin-Ic isoform b [Homo sapiens];69;334;0.201166;833;823
NP_001410.2;ELAVL1;ELAV-like protein 1 [Homo sapiens];69;334;0.201166;377;377
NP_003080.2;SNRNP70;U1 small nuclear ribonucleoprotein 70 kDa [Homo sapiens];69;334;0.201166;374;374
NP_003745.1;EIF3F;eukaryotic translation initiation factor 3 subunit F [Homo sapiens];69;334;0.201166;198;198
NP_006635.2;HSPH1;heat shock protein 105 kDa [Homo sapiens];69;334;0.201166;249;194
NP_006730.2;MCM5;DNA replication licensing factor MCM5 [Homo sapiens];69;334;0.201166;330;330
NP_001184026.1;null;trypsin-3 isoform 3 preproprotein [Homo sapiens];69;334;0.201166;249;249
NP_003325.2;UBA1;ubiquitin-like modifier-activating enzyme 1 [Homo sapiens];68;334;0.198251;810;810
NP_004732.2;NOLC1;nucleolar and coiled-body phosphoprotein 1 [Homo sapiens];68;334;0.198251;249;249
NP_005841.1;SF3B4;splicing factor 3B subunit 4 [Homo sapiens];68;334;0.198251;155;155
NP_005905.2;MCM4;DNA replication licensing factor MCM4 [Homo sapiens];68;334;0.198251;349;349
NP_006827.1;GCN1L1;translational activator GCN1 [Homo sapiens];68;334;0.198251;555;555
NP_036339.1;HNRNPH3;heterogeneous nuclear ribonucleoprotein H3 isoform a [Homo sapiens];68;334;0.198251;258;250
NP_057376.2;TRAP1;heat shock protein 75 kDa, mitochondrial precursor [Homo sapiens];68;334;0.198251;312;292
NP_001015.1;RPS21;40S ribosomal protein S21 [Homo sapiens];67;334;0.195335;156;156
NP_002806.2;PSMD11;26S proteasome non-ATPase regulatory subunit 11 [Homo sapiens];67;334;0.195335;212;212
NP_003861.1;IQGAP1;ras GTPase-activating-like protein IQGAP1 [Homo sapiens];67;334;0.195335;357;347
NP_006088.2;MYL9;myosin regulatory light polypeptide 9 isoform a [Homo sapiens];67;334;0.195335;248;248
